wavs/LJ001-0001.wav|Printing
wavs/LJ001-0002.wav|in being comparatively modern.|in being comparatively modern.
wavs/LJ001-0003.wav|For although the Chinese took impressions from wood blocks engraved in relief for centuries before the woodcutters of the Netherlands
wavs/LJ001-0004.wav|produced the block books
wavs/LJ001-0005.wav|the invention of movable metal letters in the middle of the fifteenth century may justly be considered as the invention of the art of printing.|the invention of movable metal letters in the middle of the fifteenth century may justly be considered as the invention of the art of printing.
wavs/LJ001-0006.wav|And it is worth mention in passing that
wavs/LJ001-0007.wav|the earliest book printed with movable types
wavs/LJ001-0008.wav|has never been surpassed.|has never been surpassed.
wavs/LJ001-0010.wav|Now
wavs/LJ001-0011.wav|it is of the first importance that the letter used should be fine in form;|it is of the first importance that the letter used should be fine in form;
wavs/LJ001-0012.wav|especially as no more time is occupied
wavs/LJ001-0013.wav|than in the same operations with ugly ones.|than in the same operations with ugly ones.
wavs/LJ001-0014.wav|And it was a matter of course that in the Middle Ages
wavs/LJ001-0015.wav|the forms of printed letters should be beautiful
wavs/LJ001-0016.wav|The Middle Ages brought calligraphy to perfection
wavs/LJ001-0017.wav|that the forms of printed letters should follow more or less closely those of the written character
wavs/LJ001-0018.wav|The first books were printed in black letter
wavs/LJ001-0019.wav|and which developed more completely and satisfactorily on the side of the   lower-case   than the capital letters;|and which developed more completely and satisfactorily on the side of the   lower-case   than the capital letters; 
wavs/LJ001-0020.wav|the   lower-case   being in fact invented in the early Middle Ages.|the   lower-case   being in fact invented in the early Middle Ages. 
wavs/LJ001-0021.wav|The earliest book printed with movable type
wavs/LJ001-0022.wav|of the more formal ecclesiastical writing which obtained at that time; this has since been called   missal type 
wavs/LJ001-0052.wav|yet their type is artistically on a much lower level than Jenson's
wavs/LJ001-0053.wav|they must be considered to have ended the age of fine printing in Italy.|they must be considered to have ended the age of fine printing in Italy.
wavs/LJ001-0054.wav|Jenson
wavs/LJ001-0055.wav|some of which -- as
wavs/LJ001-0056.wav|It was these great Venetian printers
wavs/LJ001-0057.wav|Parma
wavs/LJ001-0058.wav|and are worthy representatives of the eager enthusiasm for the revived learning of that epoch. By far
wavs/LJ001-0059.wav|the greater part of these Italian printers
wavs/LJ001-0060.wav|It must be understood that through the whole of the fifteenth and the first quarter of the sixteenth centuries|It must be understood that through the whole of the fifteenth and the first quarter of the sixteenth centuries
wavs/LJ001-0061.wav|the Roman letter was used side by side with the Gothic.|the Roman letter was used side by side with the Gothic.
wavs/LJ001-0062.wav|Even in Italy most of the theological and law books were printed in Gothic letter
wavs/LJ001-0063.wav|which was generally more formally Gothic than the printing of the German workmen
wavs/LJ001-0064.wav|many of whose types
wavs/LJ001-0065.wav|This was notably the case with the early works printed at Ulm
wavs/LJ001-0066.wav|In fact Gunther Zeiner's first type (afterwards used by Schussler) is remarkably like the type of the before-mentioned Subiaco books.|In fact Gunther Zeiner's first type (afterwards used by Schussler) is remarkably like the type of the before-mentioned Subiaco books.
wavs/LJ001-0067.wav|In the Low Countries and Cologne
wavs/LJ001-0068.wav|The characteristic Dutch type
wavs/LJ001-0069.wav|This type was introduced into England by Wynkyn de Worde
wavs/LJ001-0070.wav|and was used there with very little variation all through the sixteenth and seventeenth centuries
wavs/LJ001-0071.wav|Most of Caxton's own types are of an earlier character
wavs/LJ001-0072.wav|After the end of the fifteenth century the degradation of printing
wavs/LJ001-0073.wav|went on apace; and by the end of the sixteenth century there was no really beautiful printing done:|went on apace; and by the end of the sixteenth century there was no really beautiful printing done:
wavs/LJ001-0074.wav|the best
wavs/LJ001-0075.wav|the worst
wavs/LJ001-0076.wav|and things got worse and worse through the whole of the seventeenth century
wavs/LJ001-0077.wav|In England about this time
wavs/LJ001-0078.wav|to improve the letter in form.|to improve the letter in form.
wavs/LJ001-0079.wav|Caslon's type is clear and neat
wavs/LJ001-0080.wav|he seems to have taken the letter of the Elzevirs of the seventeenth century for his model:|he seems to have taken the letter of the Elzevirs of the seventeenth century for his model:
wavs/LJ001-0081.wav|type cast from his matrices is still in everyday use.|type cast from his matrices is still in everyday use.
wavs/LJ001-0082.wav|In spite
wavs/LJ001-0083.wav|The seventeenth century founts were bad rather negatively than positively.|The seventeenth century founts were bad rather negatively than positively.
wavs/LJ001-0084.wav|But for the beauty of the earlier work they might have seemed tolerable.|But for the beauty of the earlier work they might have seemed tolerable.
wavs/LJ001-0085.wav|It was reserved for the founders of the later eighteenth century to produce letters which are positively ugly
wavs/LJ001-0086.wav|are dazzling and unpleasant to the eye owing to the clumsy thickening and vulgar thinning of the lines:|are dazzling and unpleasant to the eye owing to the clumsy thickening and vulgar thinning of the lines:
wavs/LJ001-0087.wav|for the seventeenth-century letters are at least pure and simple in line. The Italian
wavs/LJ001-0088.wav|were the leaders in this luckless change
wavs/LJ001-0089.wav|but his letters
wavs/LJ001-0090.wav|With this change the art of printing touched bottom
wavs/LJ001-0091.wav|so far as fine printing is concerned
wavs/LJ001-0092.wav|The Chiswick press in 1844 revived Caslon's founts
wavs/LJ001-0093.wav|This experiment was so far successful that about 1850 Messrs. Miller and Richard of Edinburgh|This experiment was so far successful that about eighteen fifty Messrs. Miller and Richard of Edinburgh
wavs/LJ001-0094.wav|were induced to cut punches for a series of   old style   letters.|were induced to cut punches for a series of   old style   letters. 
wavs/LJ001-0095.wav|These and similar founts
wavs/LJ001-0096.wav|have now come into general use and are obviously a great improvement on the ordinary   modern style   in use in England 
wavs/LJ001-0097.wav|a little reduced in ugliness. The design of the letters of this modern   old style   leaves a good deal to be desired 
wavs/LJ001-0098.wav|and the whole effect is a little too gray
wavs/LJ001-0099.wav|It must be remembered
wavs/LJ001-0100.wav|and these somewhat wiry letters are suitable for the machine process
wavs/LJ001-0101.wav|It is discouraging to note that the improvement of the last fifty years is almost wholly confined to Great Britain.|It is discouraging to note that the improvement of the last fifty years is almost wholly confined to Great Britain.
wavs/LJ001-0102.wav|Here and there a book is printed in France or Germany with some pretension to good taste
wavs/LJ001-0103.wav|but the general revival of the old forms has made no way in those countries.|but the general revival of the old forms has made no way in those countries.
wavs/LJ001-0104.wav|Italy is contentedly stagnant.|Italy is contentedly stagnant.
wavs/LJ001-0105.wav|America has produced a good many showy books
wavs/LJ001-0106.wav|oddity rather than rational beauty and meaning being apparently the thing sought for both in the letters and the illustrations.|oddity rather than rational beauty and meaning being apparently the thing sought for both in the letters and the illustrations.
wavs/LJ001-0107.wav|To say a few words on the principles of design in typography:|To say a few words on the principles of design in typography:
wavs/LJ001-0108.wav|it is obvious that legibility is the first thing to be aimed at in the forms of the letters;|it is obvious that legibility is the first thing to be aimed at in the forms of the letters;
wavs/LJ001-0109.wav|this is best furthered by the avoidance of irrational swellings and spiky projections
wavs/LJ001-0110.wav|Even the Caslon type when enlarged shows great shortcomings in this respect:|Even the Caslon type when enlarged shows great shortcomings in this respect:
wavs/LJ001-0111.wav|the ends of many of the letters such as the t and e are hooked up in a vulgar and meaningless way
wavs/LJ001-0112.wav|instead of ending in the sharp and clear stroke of Jenson's letters;|instead of ending in the sharp and clear stroke of Jenson's letters;
wavs/LJ001-0113.wav|there is a grossness in the upper finishings of letters like the c
wavs/LJ001-0114.wav|an ugly pear-shaped swelling defacing the form of the letter:|an ugly pear-shaped swelling defacing the form of the letter:
wavs/LJ001-0115.wav|in short
wavs/LJ001-0116.wav|still clings to a foolish
wavs/LJ001-0117.wav|which title can only be claimed by artistic practice
wavs/LJ001-0118.wav|In no characters is the contrast between the ugly and vulgar illegibility of the modern type|In no characters is the contrast between the ugly and vulgar illegibility of the modern type
wavs/LJ001-0119.wav|and the elegance and legibility of the ancient more striking than in the Arabic numerals.|and the elegance and legibility of the ancient more striking than in the Arabic numerals.
wavs/LJ001-0120.wav|In the old print each figure has its definite individuality
wavs/LJ001-0121.wav|in reading the modern figures the eyes must be strained before the reader can have any reasonable assurance|in reading the modern figures the eyes must be strained before the reader can have any reasonable assurance
wavs/LJ001-0122.wav|that he has a 5
wavs/LJ001-0123.wav|this is awkward if you have to read Bradshaw's Guide in a hurry.|this is awkward if you have to read Bradshaw's Guide in a hurry.
wavs/LJ001-0124.wav|One of the differences between the fine type and the utilitarian must probably be put down to a misapprehension of a commercial necessity:|One of the differences between the fine type and the utilitarian must probably be put down to a misapprehension of a commercial necessity:
wavs/LJ001-0125.wav|this is the narrowing of the modern letters.|this is the narrowing of the modern letters.
wavs/LJ001-0126.wav|Most of Jenson's letters are designed within a square
wavs/LJ001-0127.wav|the modern letters are narrowed by a third or thereabout; but while this gain of space very much hampers the possibility of beauty of design
wavs/LJ001-0128.wav|it is not a real gain
wavs/LJ001-0129.wav|the lateral compression of his letters renders necessary.|the lateral compression of his letters renders necessary.
wavs/LJ001-0130.wav|Commercialism again compels the use of type too small in size to be comfortable reading:|Commercialism again compels the use of type too small in size to be comfortable reading:
wavs/LJ001-0131.wav|the size known as   Long primer   ought to be the smallest size used in a book meant to be read.|the size known as   Long primer   ought to be the smallest size used in a book meant to be read. 
wavs/LJ001-0132.wav|Here
wavs/LJ001-0133.wav|One very important matter in   setting up   for fine printing is the   spacing 
wavs/LJ001-0139.wav|a blemish which can be nearly
wavs/LJ001-0140.wav|the desirable thing being   the breaking of the line   as in bonding masonry or brickwork|the desirable thing being   the breaking of the line   as in bonding masonry or brickwork 
wavs/LJ001-0141.wav|The general solidity of a page is much to be sought for|The general solidity of a page is much to be sought for
wavs/LJ001-0142.wav|modern printers generally overdo the   whites   in the spacing 
wavs/LJ001-0143.wav|For where these are boldly and carefully designed
wavs/LJ001-0144.wav|the words may be set much closer together
wavs/LJ001-0145.wav|No definite rules
wavs/LJ001-0146.wav|which requires the constant exercise of judgment and taste on the part of the printer.|which requires the constant exercise of judgment and taste on the part of the printer.
wavs/LJ001-0147.wav|The position of the page on the paper should be considered if the book is to have a satisfactory look.|The position of the page on the paper should be considered if the book is to have a satisfactory look.
